Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Broadstone Strata,4906 25th Avenue Northeast,,Seattle,WA,98105,,888-998-2546,E,,Public,24 hours daily,,,,,,14,,,Blink Network,http://www.blinkcharging.com/,GPS,47.664513531216464,-122.30001030443887,2024-03-06,310342,2024-03-06 00:11:37 UTC,,,,2023-09-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Visitors Parking Lot,16101 Greenwood Avenue North,,Shoreline,WA,98133,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7486311,-122.3594244,2024-03-06,310395,2024-03-06 00:11:57 UTC,,,,2021-11-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,West Parking Lot,16101 Greenwood Avenue North,,Shoreline,WA,98133,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.7486311,-122.3594244,2024-03-06,310396,2024-03-06 00:11:58 UTC,,,,2021-11-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,The Ambrose,4520 Bay Vista Boulevard,,Bremerton,WA,98312,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,47.5652645,-122.6760895,2024-03-06,310413,2024-03-06 00:12:05 UTC,,,,2020-11-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,VUMC 1 VUMC 1,17928 Vashon Hwy SW,,Vashon,WA,98070,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.444149,-122.460142,2024-03-06,310493,2024-03-06 01:32:53 UTC,,,,2023-09-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DONNA'S STATION 1,3104 116th St NE,,Tulalip Bay,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.099457,-122.188461,2024-03-06,310494,2024-03-06 01:32:58 UTC,,,,2023-09-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DONNA'S STATION 2,3104 116th St NE,,Tulalip Bay,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.099457,-122.188418,2024-03-06,310495,2024-03-06 01:32:58 UTC,,,,2023-09-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DONNA'S STATION 3,3104 116th St NE,,Tulalip Bay,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.099464,-122.188407,2024-03-06,310496,2024-03-06 01:32:58 UTC,,,,2023-09-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DONNA'S STATION 4,3104 116th St NE,,Tulalip Bay,WA,98271,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.099464,-122.188429,2024-03-06,310497,2024-03-06 01:32:58 UTC,,,,2023-09-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Imber at Union Mills,8519 Oya Ln SE,,Lacey,WA,98513,,888-998-2546,E,,Public,24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,47.036381224724856,-122.75812260076324,2024-03-06,310550,2024-03-06 00:06:20 UTC,,,,2023-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BIG TROUT LODGE CHARGER3,22809 E Country Vista Dr,,Liberty Lake,WA,99019,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.668993,-117.098183,2024-03-06,310590,2024-03-06 01:31:59 UTC,,,,2023-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BIG TROUT LODGE CHARGER2,22809 E Country Vista Dr,,Liberty Lake,WA,99019,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.669151,-117.098583,2024-03-06,310591,2024-03-06 01:32:00 UTC,,,,2023-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BIG TROUT LODGE CHARGER1,22809 E Country Vista Dr,,Liberty Lake,WA,99019,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.669187,-117.098583,2024-03-06,310592,2024-03-06 01:32:00 UTC,,,,2023-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BIG TROUT LODGE CHARGER4,22809 E Country Vista Dr,,Liberty Lake,WA,99019,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.669173,-117.098508,2024-03-06,310593,2024-03-06 01:32:01 UTC,,,,2023-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TPS FACILITIES TPS FAWCETT 2,201 E 61st St,,Tacoma,WA,98404,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.202015,-122.42894,2024-03-06,310594,2024-03-06 01:32:01 UTC,,,,2023-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA20-22 005,442 Terry Ave N,,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.622867,-122.336753,2024-03-06,310745,2024-03-06 01:32:14 UTC,,,,2023-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MSSL MSKL 1,11729 Northeast 118th Street,,Kirkland,WA,98034,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.705595,-122.185672,2024-03-06,310761,2024-03-06 01:33:02 UTC,,,,2023-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,MSSL MSKL 2,11729 Northeast 118th Street,,Kirkland,WA,98034,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.705587,-122.185308,2024-03-06,310762,2024-03-06 01:33:02 UTC,,,,2023-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Fremont Village Square,3601 Fremont Ave N,,Seattle,WA,98103,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,47.651792,-122.352916,2024-03-06,310863,2024-03-06 02:05:08 UTC,,,,2023-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Olympic College Poulsbo,1000 Olympic College Way NW,,Poulsbo,WA,98370,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.76572183096526,-122.6627871606062,2024-03-05,311018,2024-03-05 23:59:24 UTC,,,,2023-09-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,WDVA WWVH1,92 Wainwright Dr,,Walla Walla,WA,99362,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.053183,-118.354086,2024-03-06,311050,2024-03-06 01:29:48 UTC,,,,2023-09-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 01,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614578,-122.196429,2024-03-06,311061,2024-03-06 01:32:28 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 02,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614574,-122.196404,2024-03-06,311064,2024-03-06 01:32:34 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 03,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614582,-122.196425,2024-03-06,311065,2024-03-06 01:32:34 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 04,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614599,-122.196437,2024-03-06,311066,2024-03-06 01:32:34 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 05,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614579,-122.196417,2024-03-06,311067,2024-03-06 01:32:34 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 06,435 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61486,-122.1971,2024-03-06,311068,2024-03-06 01:32:35 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 07,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614558,-122.19646,2024-03-06,311069,2024-03-06 01:32:35 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 15,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614583,-122.196445,2024-03-06,311070,2024-03-06 01:32:35 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 14,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61457,-122.19644,2024-03-06,311071,2024-03-06 01:32:35 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 13,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614588,-122.19643,2024-03-06,311072,2024-03-06 01:32:35 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 12,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614594,-122.196441,2024-03-06,311073,2024-03-06 01:32:40 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 11,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614641,-122.196451,2024-03-06,311074,2024-03-06 01:32:40 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 10,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614572,-122.196469,2024-03-06,311075,2024-03-06 01:32:40 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 09,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614618,-122.196459,2024-03-06,311076,2024-03-06 01:32:40 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 08,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614594,-122.196424,2024-03-06,311077,2024-03-06 01:32:41 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 16,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614667,-122.196453,2024-03-06,311078,2024-03-06 01:32:42 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 18,467 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614743,-122.196447,2024-03-06,311079,2024-03-06 01:32:42 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 19,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614747,-122.196461,2024-03-06,311080,2024-03-06 01:32:42 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 21,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614618,-122.196463,2024-03-06,311081,2024-03-06 01:32:42 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 20,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614604,-122.19644,2024-03-06,311082,2024-03-06 01:32:42 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 22,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614626,-122.196492,2024-03-06,311083,2024-03-06 01:32:42 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 30,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614621,-122.196465,2024-03-06,311084,2024-03-06 01:32:43 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 29,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61461,-122.196465,2024-03-06,311085,2024-03-06 01:32:43 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 28,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614901,-122.196644,2024-03-06,311086,2024-03-06 01:32:43 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 27,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614596,-122.196464,2024-03-06,311087,2024-03-06 01:32:43 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 26,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614571,-122.196442,2024-03-06,311088,2024-03-06 01:32:43 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 25,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614582,-122.196477,2024-03-06,311089,2024-03-06 01:32:43 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 24,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614607,-122.196471,2024-03-06,311090,2024-03-06 01:32:43 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 23,437 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614569,-122.19648,2024-03-06,311091,2024-03-06 01:32:43 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,AMZ SEA112 - 17,555 108th Ave NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.614592,-122.196456,2024-03-06,311092,2024-03-06 01:32:45 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,LONG BEACH STATION 1,406 Oregon Ave S,,Long Beach,WA,98631,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.349067,-124.053026,2024-03-06,311114,2024-03-06 01:33:16 UTC,,,,2023-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CANYON CLIFFS STATION 4,200 Canyon Pkwy,,Selah,WA,98942,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,46.652767,-120.5399,2024-03-06,311169,2024-03-06 01:29:08 UTC,,,,2023-09-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Bartell Drugs - Tesla Supercharger,3625 148th St SW,,Lynnwood,WA,98087,,877-798-3752,E,,Public - Credit card at all times,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,47.864533,-122.28197,2023-10-12,311232,2024-01-31 22:07:01 UTC,P,,,2023-09-21,,,,,TESLA,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_LOT,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Baymont by Wyndham - Tesla Supercharger,1603 E Yakima Ave,,Yakima,WA,98901,,877-798-3752,E,,Public - Credit card at all times,24 hours daily; for Tesla use only,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,46.6053776872519,-120.482764497013,2023-10-12,311245,2024-01-31 22:07:01 UTC,P,,,2023-09-21,,,,,TESLA,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOTEL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Kendall Yards,1354 W. Bridge Ave.,,Spokane,WA,99201,,866-816-7584,E,,Public,,,,,,,,2,,EV Connect,http://evconnect.com/,GPS,47.662926,-117.431874,2024-03-06,311353,2024-03-06 01:55:21 UTC,,,,2023-09-22,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TOYOTA PUYALLUP SALES PARKING 2,1406 15th St NW,,Puyallup,WA,98371,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.203619,-122.313662,2024-03-06,311557,2024-03-06 01:26:42 UTC,,,,2023-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CP RETAIL CUSTPK,7815 S Tacoma Way,,Tacoma,WA,98409,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.185951,-122.482651,2024-03-06,311562,2024-03-06 01:30:19 UTC,,,,2023-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FOOTHILLS TOY CT4K,1881 Bouslog Rd,,Burlington,WA,98233,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.449451,-122.346313,2024-03-06,311588,2024-03-06 01:33:12 UTC,,,,2023-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Trailhead Golf Course,22302 E. Country Vista Dr.,,Liberty Lake,WA,99019,,866-816-7584,E,,Public,,,,,,,,2,,EV Connect,http://evconnect.com/,GPS,47.667327,-117.106385,2024-03-06,311621,2024-03-06 01:55:21 UTC,,,,2023-09-26,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,1700 Seventh,"1700 7th Avenue, Suite 1800",,Seattle,WA,98101,,888-998-2546,E,,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 9:00am - 9:00pm; Sun 9:00am - 9:00pm,,,,,,8,,,Blink Network,http://www.blinkcharging.com/,GPS,47.614019,-122.335273,2024-03-06,311642,2024-03-06 00:05:11 UTC,,,,2023-06-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Skagit Valley Casino,5984 Darrk Ln,,Bow,WA,98232,,855-900-7584,E,,Public,24 hours daily,,,,,,4,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,GPS,48.559758,-122.347134,2024-03-06,311650,2024-03-06 01:45:48 UTC,,,,2023-09-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Airmark Apartments/Hotel Interurban,229 Andover Park East,,Tukwila,WA,98188,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,47.4570519,-122.2506784,2024-03-06,311665,2024-03-06 00:01:35 UTC,,,,2023-08-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,"MCREF III Lacey Apartments, LLC",5333 15th Avenue Northeast,,Lacey,WA,98516,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,47.055925,-122.811905,2024-03-06,311707,2024-03-06 00:11:25 UTC,,,,2023-09-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Moran Prairie Library,6004 S. Regal St,,Spokane,WA,99223,,866-816-7584,E,,Public,,,,,,,,2,,EV Connect,http://evconnect.com/,GPS,47.599475,-117.369543,2024-03-06,311814,2024-03-06 01:55:21 UTC,,,,2023-09-28,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,West Valley School,8900 E. Buckeye Ave.,,8900 E. Buckeye Ave.,WA,99212,,866-816-7584,E,,Public,,,,,,,,2,,EV Connect,http://evconnect.com/,GPS,47.68229,-117.285339,2024-03-06,311815,2024-03-06 01:55:21 UTC,,,,2023-09-28,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,North Spokane Library,44 E. Hawthorne Rd.,,Spokane,WA,99218,,866-816-7584,E,,Public,,,,,,,,2,,EV Connect,http://evconnect.com/,GPS,47.750782,-117.409002,2024-03-06,311816,2024-03-06 01:55:22 UTC,,,,2023-09-28,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
