CASE_ID,PARTY_NUMBER,PARTY_TYPE,AT_FAULT,PARTY_SEX,PARTY_AGE,PARTY_SOBRIETY,PARTY_DRUG_PHYSICAL,DIR_OF_TRAVEL,PARTY_SAFETY_EQUIP_1,PARTY_SAFETY_EQUIP_2,FINAN_RESPONS,SP_INFO_1,SP_INFO_2,SP_INFO_3,OAF_VIOLATION_CODE,OAF_VIOL_CAT,OAF_VIOL_SECTION,OAF_VIOLATION_SUFFIX,OAF_1,OAF_2,PARTY_NUMBER_KILLED,PARTY_NUMBER_INJURED,MOVE_PRE_ACC,VEHICLE_YEAR,VEHICLE_MAKE,STWD_VEHICLE_TYPE,CHP_VEH_TYPE_TOWING,CHP_VEH_TYPE_TOWED,RACE,INATTENTION,SPECIAL_INFO_F,SPECIAL_INFO_G,ACCIDENT_YEAR
8800603,1,1,Y,M,55,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,G,1994,MAZDA,A,01,,B,,-,-,2019
8800603,2,2,N,M,43,A,-,S,-,-,O,-,-,-,-,"- ",,,-,-,0,1,A,,-,N,60,,H,,-,-,2019
8874400,1,4,Y,M,31,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
8874400,2,1,N,F,66,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2018,HONDA,A,01,,B,,-,-,2019
8877771,1,4,Y,F,25,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
8877771,2,1,N,M,66,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,1996,TOYOTA,A,01,,B,,-,-,2019
8880439,1,1,Y,F,998,G,G,W,B,-,,-,-,-,-,"- ",,,N,-,0,0,D,,VOLVO,A,01,,B,,-,-,2019
8880439,2,4,N,F,67,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
8882438,1,1,Y,F,40,A,-,N,M,G,N,-,3,-,-,"- ",,,N,-,0,0,E,2015,TOYOTA,A,01,,W,,-,-,2019
8882438,2,2,N,F,40,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
8882442,1,1,Y,M,16,A,-,W,M,G,N,-,-,-,-,"- ",,,N,-,0,0,B,2007,TOYOTA,A,01,,H,,-,-,2019
8882442,2,4,N,M,16,-,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,L,04,,B,,-,-,2019
8816774,1,1,Y,F,41,G,G,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2004,INFINITI,A,07,,B,,-,-,2018
8816774,2,4,N,F,64,G,G,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2018
8894764,1,4,Y,M,61,G,G,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,E,,-,L,04,,O,,-,-,2019
8894764,2,1,N,F,33,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,H,2002,MERCEDES-BENZ,A,01,,B,,-,-,2019
8899912,1,1,Y,-,998,G,G,-,-,-,,-,-,-,-,"- ",,,N,-,0,0,M,,-,-,99,,,,-,-,2019
8899912,2,2,N,M,20,G,G,-,-,-,O,-,-,-,,35,21954,A,A,-,0,1,-,,-,N,60,,H,,-,-,2019
8899912,3,2,N,M,21,G,G,-,-,-,O,-,-,-,,35,21954,A,A,-,0,1,-,,-,N,60,,H,,-,-,2019
8965423,1,1,Y,-,998,G,G,N,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
8965423,2,2,N,F,35,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8843159,1,1,Y,-,998,G,G,E,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,CHEVROLET,A,01,,,,-,-,2018
8843159,2,2,N,F,24,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2018
8843159,3,2,N,M,1,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2018
8850674,1,1,Y,M,57,A,-,E,M,G,,-,3,-,-,"- ",,,N,-,0,0,B,2006,CHEVROLET,A,01,,B,,-,-,2019
8850674,2,2,N,F,57,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
8851624,1,1,Y,-,998,G,G,N,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
8851624,2,2,N,F,69,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2019
8862966,1,1,Y,F,998,G,G,S,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,ACURA,A,07,,B,,-,-,2019
8862966,2,2,N,M,69,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,O,,-,N,60,,H,,-,-,2019
8862966,3,3,N,-,998,H,H,S,-,-,O,-,-,-,-,"- ",,,-,-,0,0,O,2000,TOYOTA,D,22,,,,-,-,2019
8874392,1,4,Y,F,52,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2019
8874392,2,1,N,F,54,-,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,A,2010,HONDA,-,,40,A,,-,-,2019
8939238,1,1,Y,M,41,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2008,-,A,01,,B,,-,-,2019
8939238,2,2,N,M,46,-,E,W,-,-,O,-,-,-,,35,21456,B,A,-,1,0,-,,-,N,60,,B,,-,-,2019
8939239,1,1,Y,M,27,G,G,W,M,B,,-,-,-,-,"- ",,,N,-,0,1,B,2004,MERCEDES-BENZ,A,01,,B,,-,-,2019
8939239,2,2,N,F,30,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,1,0,-,,-,N,60,,H,,-,-,2019
8939239,3,2,N,M,6,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,1,0,-,,-,N,60,,H,,-,-,2019
8939239,4,2,N,M,20,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2019
8943871,1,1,Y,-,998,G,G,S,P,B,,-,-,-,-,"- ",,,A,-,0,0,G,,LEXUS,A,01,,,,-,-,2019
8943871,2,2,N,F,50,A,-,E,-,-,O,-,-,-,-,"- ",,,A,-,0,1,-,,-,N,60,,B,,-,-,2019
8880443,1,1,Y,M,30,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,A,2017,HONDA,A,01,,A,,-,-,2019
8880443,2,4,N,M,35,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2019
8944668,1,4,Y,F,17,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2019
8944668,2,1,N,F,43,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2017,NISSAN,A,01,,H,,-,-,2019
8965284,1,1,Y,M,30,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,1996,FORD,A,01,,B,,-,-,2019
8965284,2,2,N,F,58,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
8893162,1,1,N,M,61,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,-,2018,FORD,D,22,,W,,-,-,2019
8893162,2,2,N,M,64,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,E,,-,N,60,,H,,-,-,2019
8893211,1,1,Y,M,82,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2017,TOYOTA,A,01,,B,,-,-,2019
8893211,2,2,N,F,55,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,A,,-,-,2019
8965288,1,1,Y,M,27,A,-,E,N,G,Y,-,-,-,-,"- ",,,N,-,0,0,F,2011,FORD,A,01,,H,,-,-,2019
8965288,2,4,N,M,59,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2019
8966207,1,1,Y,F,29,A,-,S,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2016,TOYOTA,A,01,,B,,-,-,2019
8966207,2,2,N,M,64,-,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2019
8902362,1,1,Y,F,52,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2013,HONDA,A,01,,B,,-,-,2019
8902362,2,4,N,F,28,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,,,-,-,2019
8908643,1,1,Y,M,66,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2002,MERCEDES-BENZ,A,01,,W,,-,-,2019
8908643,2,2,N,M,17,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8908651,1,2,Y,F,35,G,G,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
8908651,2,1,N,M,62,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2006,NISSAN,A,07,,W,,-,-,2019
8911107,1,1,Y,-,998,G,G,S,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,2015,HONDA,A,07,,,,-,-,2019
8911107,2,2,N,M,56,D,-,W,-,-,O,-,-,-,-,"- ",,,N,-,1,0,-,,-,N,60,,B,,-,-,2019
8922454,1,1,Y,M,56,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2006,"OTHER - BUS",I,11,,W,,-,-,2019
8922454,2,4,N,M,51,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,ACADIAN,L,04,,B,,-,-,2019
8922641,1,1,Y,F,57,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2013,HONDA,A,07,,W,,-,-,2019
8922641,2,2,N,F,73,A,-,E,-,-,O,-,-,-,-,"- ",,,L,-,0,1,R,,-,N,60,,W,,-,-,2019
8926582,1,1,Y,F,29,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2005,NISSAN,A,01,,H,,-,-,2019
8926582,2,2,N,M,9,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
8935895,1,4,N,M,50,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
8935895,2,1,N,F,55,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,D,2006,TOYOTA,A,01,,W,,-,-,2019
8937223,1,1,Y,M,55,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2015,TOYOTA,A,01,,A,,-,-,2019
8937223,2,4,N,F,28,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2019
8992041,1,1,Y,-,998,G,G,N,-,-,,-,-,-,-,"- ",,,A,N,0,0,B,2000,NISSAN,A,07,,,,-,-,2019
8992041,2,4,N,M,40,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
8993330,1,1,Y,M,28,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2010,HONDA,A,01,,B,,-,-,2019
8993330,2,2,N,M,67,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,A,,-,-,2019
8993350,1,1,Y,M,47,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2008,DODGE,A,01,,B,,-,-,2019
8993350,2,2,N,F,55,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2019
8996150,1,2,Y,F,13,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2019
8996150,2,1,N,F,41,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2014,FORD,A,07,,H,,-,-,2019
8996156,1,1,Y,-,998,G,G,W,N,B,,-,-,-,-,"- ",,,N,-,0,0,E,,-,A,01,,,,-,-,2019
8996156,2,2,N,M,37,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
9004655,1,4,Y,M,56,G,G,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,D,,-,L,04,,B,,-,-,2019
9004655,2,1,N,F,25,A,-,N,M,G,,-,-,-,-,"- ",,,N,-,0,0,B,2019,GMC,F,26,,H,,-,-,2019
8965399,1,1,Y,F,25,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,2,B,2019,AUDI,A,07,,A,,-,-,2019
8965399,2,1,N,F,18,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,1995,LEXUS,A,01,,B,,-,-,2019
8965399,3,2,N,M,47,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,A,,-,-,2019
8977328,1,1,Y,F,48,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,H,1999,HONDA,A,01,,W,,-,-,2019
8977328,2,4,N,M,31,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,A,,-,L,04,,W,,-,-,2019
8979311,1,1,Y,M,998,G,G,W,-,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2019
8979311,2,2,N,F,48,B,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,A,,-,N,60,,B,,-,-,2019
8982360,1,1,Y,-,998,G,G,S,-,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
8982360,2,2,N,M,59,B,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2019
8991683,1,4,Y,F,33,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,E,,-,L,04,,W,,-,-,2019
8991683,2,1,N,F,44,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2006,KIA,A,08,,W,,-,-,2019
8992025,1,1,Y,M,20,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2006,TOYOTA,A,01,,,,-,-,2019
8992025,2,2,N,M,24,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,O,,-,-,2019
9043049,1,1,Y,M,39,A,-,S,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2018,HUSQVARNA,A,07,,B,,-,-,2020
9043049,2,2,N,F,27,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,W,,-,-,2020
9043502,1,1,Y,F,58,A,-,S,M,G,,-,-,-,-,"- ",,,N,-,0,0,B,2014,"OTHER - BUS",I,20,,B,,-,-,2020
9043502,2,4,N,M,64,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9043610,1,1,Y,-,998,G,G,E,N,B,,-,-,-,-,"- ",,,A,O,0,0,B,,-,A,01,,,,-,-,2020
9043610,2,2,N,F,30,A,-,N,-,-,O,-,-,-,-,"- ",,,-,-,0,1,B,,-,N,60,,W,,-,-,2020
9009081,1,2,Y,F,49,G,G,W,-,-,O,-,-,-,-,"- ",,,-,-,0,1,R,,-,N,60,,B,,-,-,2019
9009081,2,1,N,-,998,G,G,S,-,B,,-,-,-,,25,22350,,A,-,0,0,B,,-,-,99,,,,-,-,2019
9009806,1,1,Y,M,998,G,G,E,M,B,,-,-,-,-,"- ",,,N,-,0,0,B,,CHEVROLET,A,01,,B,,-,-,2019
9009806,2,4,N,M,48,A,-,E,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
9009856,1,1,Y,F,38,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,E,2012,HONDA,A,08,,A,,-,-,2019
9009856,2,2,N,F,49,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,A,,-,-,2019
9009893,1,4,Y,M,60,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,,,-,-,2019
9009893,2,1,N,M,47,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2016,HONDA,A,01,,W,,-,-,2019
9017369,1,4,Y,F,53,-,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,0,L,,-,L,04,,W,,-,-,2020
9017369,2,4,N,M,40,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
9019903,1,4,Y,M,54,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2019
9019903,2,1,N,-,998,G,G,W,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2019
9021821,1,1,Y,F,20,A,-,E,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,E,2012,TOYOTA,A,01,,W,,-,-,2019
9021821,2,2,N,F,55,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,W,,-,-,2019
9028906,1,1,N,-,998,G,G,-,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
9028906,2,2,N,F,29,G,G,-,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2019
9036735,1,1,Y,M,41,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,HONDA,A,01,,H,,-,-,2019
9036735,2,2,N,F,27,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2019
9037686,1,1,Y,F,57,A,-,S,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2001,HONDA,A,01,,,,-,-,2020
9037686,2,2,N,M,64,A,-,-,-,-,O,-,-,-,-,"- ",,,O,-,0,1,-,,-,N,60,,B,,-,-,2020
9046180,1,1,Y,M,52,A,-,E,M,G,,-,-,-,,25,22350,,A,-,0,0,B,2001,FORD,A,01,,H,,-,-,2019
9046180,2,2,N,F,37,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,A,,-,N,60,,A,,-,-,2019
9039151,1,4,Y,M,30,A,-,S,-,-,O,-,-,-,-,"- ",,,N,-,0,1,L,,-,L,04,,H,,-,-,2019
9039151,2,1,N,M,35,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,DODGE,A,08,,,,-,-,2019
9056613,1,1,Y,M,65,A,-,E,M,G,N,-,-,-,-,"- ",,,N,-,0,0,B,2004,BMW,A,07,,B,,-,-,2020
9056613,2,2,N,F,65,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,H,,-,-,2020
9057416,1,4,Y,M,49,-,-,S,P,X,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2020
9057416,2,1,N,M,43,A,-,-,L,B,,-,-,-,-,"- ",,,N,-,0,0,A,2018,-,D,22,,H,,-,-,2020
9045295,1,1,Y,-,998,G,G,S,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
9045295,2,2,N,M,30,G,G,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
9001725,1,1,Y,M,31,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,FORD,A,01,,W,,-,-,2019
9001725,2,4,N,M,27,A,-,S,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2019
9002533,1,1,Y,-,998,D,-,N,M,B,,-,-,-,-,"- ",,,N,-,0,0,B,,NISSAN,A,01,,,,-,-,2019
9002533,2,2,N,F,15,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,H,,-,-,2019
9045510,1,4,Y,M,34,A,-,W,-,-,O,-,3,-,-,"- ",,,K,-,0,1,E,,-,L,04,,W,,-,-,2019
9045510,2,1,N,F,38,G,G,W,M,G,N,-,3,-,-,"- ",,,N,-,0,0,B,2002,SUBARU,A,01,,B,,-,-,2019
9045817,1,4,Y,M,998,G,G,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,H,,-,-,2019
9045817,2,1,N,M,21,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,1999,CHEVROLET,A,01,,H,,-,-,2019
9045818,1,1,Y,-,998,G,G,E,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2019
9045818,2,2,N,F,28,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,N,60,,B,,-,-,2019
9035297,1,2,Y,M,63,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
9035297,2,1,N,-,998,G,G,N,B,-,,-,-,-,-,"- ",,,N,-,0,0,B,,-,A,01,,,,-,-,2020
9123742,1,1,Y,F,82,A,-,N,M,-,Y,-,-,-,-,"- ",,,N,-,0,0,E,2005,-,A,01,,B,,-,-,2020
9123742,2,2,N,M,85,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
9054305,1,1,Y,M,998,A,-,N,M,F,Y,-,-,-,-,"- ",,,F,-,0,0,E,2017,FORD,A,07,,W,K,-,-,2020
9054305,2,2,N,M,52,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,W,,-,-,2020
9054341,1,4,Y,F,53,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
9054341,2,1,N,M,34,A,-,W,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2010,CHEVROLET,A,01,,B,,-,-,2020
9055154,1,1,Y,M,35,A,-,E,P,G,Y,-,3,-,-,"- ",,,E,-,0,0,E,2001,FORD,A,08,,B,,-,-,2019
9055154,2,4,N,F,42,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2019
9092248,1,4,Y,M,43,A,-,N,-,-,N,-,3,-,-,"- ",,,F,-,0,1,B,,-,L,04,,A,-,-,-,2020
9092248,2,1,N,M,37,A,-,E,M,-,Y,-,-,-,-,"- ",,,N,-,0,0,D,2003,-,C,06,,B,,-,-,2020
9092407,1,4,Y,F,39,A,-,N,-,-,N,-,3,-,-,"- ",,,N,-,0,1,J,,-,L,04,,W,,-,-,2020
9092407,2,1,N,M,42,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,-,A,01,,H,,-,-,2020
9059628,1,1,Y,-,998,G,G,N,N,B,,-,-,-,-,"- ",,,N,-,0,0,B,,-,-,99,,,,-,-,2020
9059628,2,2,N,M,51,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
9060158,1,1,Y,M,998,G,G,E,B,-,,-,-,-,,27,21460,A,A,-,0,0,Q,2004,SAAB,A,01,,W,,-,-,2019
9060158,2,4,N,M,44,A,-,W,-,-,O,-,-,-,-,"- ",,,-,-,0,1,B,,-,L,04,,H,,-,-,2019
9064744,1,4,N,M,57,A,-,E,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2020
9064744,2,1,N,F,81,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2015,-,A,01,,B,,-,-,2020
9068889,1,1,Y,-,998,G,G,N,P,B,,-,-,-,-,"- ",,,N,-,0,0,B,2004,-,A,01,,,,-,-,2020
9068889,2,2,N,M,50,A,-,N,-,-,O,-,-,-,-,"- ",,,N,-,0,1,-,,-,N,60,,B,,-,-,2020
9069315,1,2,Y,M,33,G,G,N,-,-,O,-,3,-,-,"- ",,,N,-,0,1,R,,-,N,60,,W,,-,-,2020
9069315,2,1,N,M,52,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2018,JEEP,A,07,,,,-,-,2020
9071730,1,4,Y,F,12,A,-,N,-,-,O,-,3,-,-,"- ",,,N,-,0,0,B,,-,L,04,,W,,-,-,2019
9071730,2,2,N,F,65,A,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,H,,-,-,2019
9072766,1,1,Y,M,76,A,-,E,M,G,Y,-,-,-,-,"- ",,,N,-,0,0,D,2016,FORD,A,01,,W,,-,-,2020
9072766,2,4,N,M,39,A,-,E,-,-,,-,-,-,-,"- ",,,N,-,0,1,B,,-,L,04,,W,,-,-,2020
91176985,1,5,N,-,998,H,H,W,-,-,O,-,3,-,-,"- ",,,N,-,0,0,A,2013,TOYT,A,08,,,,-,-,2020
91176985,2,5,N,-,998,H,H,W,-,-,O,-,3,-,-,"- ",,,N,-,0,0,A,2018,NISS,A,07,,,,-,-,2020
91176985,3,1,Y,M,39,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,1,B,1986,TOYT,D,22,,H,,-,-,2020
91176985,4,2,N,F,33,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,O,,-,-,2020
91176985,5,2,N,M,69,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,A,,-,-,2020
91176985,6,2,N,F,42,A,-,W,-,-,O,-,3,-,-,"- ",,,N,-,0,1,-,,-,N,60,,A,,-,-,2020
9072769,1,1,Y,M,45,A,-,N,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,K,2014,-,A,01,,B,,-,-,2020
9072769,2,4,N,M,49,-,-,N,-,-,N,-,3,-,-,"- ",,,N,-,0,1,B,,-,L,04,,B,,-,-,2020
91091274,1,2,Y,M,38,G,G,W,-,-,O,-,3,-,-,"- ",,,N,-,1,0,-,,-,N,60,,W,,-,-,2019
91091274,2,1,N,M,55,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2015,FORD,A,01,,W,,-,-,2019
91091274,3,1,N,M,50,A,-,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2005,TOYO,D,22,,H,,-,-,2019
91091274,4,1,N,M,61,G,G,W,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2016,TOYO,A,01,,W,,-,-,2019
9111006,1,1,Y,M,27,A,-,N,L,G,Y,-,-,-,-,"- ",,,N,-,0,0,B,2005,-,A,01,,W,,-,-,2020
9111006,2,2,N,M,48,C,-,W,-,-,O,-,-,-,-,"- ",,,N,-,0,1,R,,-,N,60,,B,,-,-,2020
9111006,3,1,N,M,52,A,-,N,M,G,Y,-,-,-,-,"- ",,,N,-,0,1,A,2009,-,A,01,,B,,-,-,2020
9113293,1,1,Y,M,998,G,G,W,M,B,,-,-,-,-,"- ",,,N,-,0,0,D,,-,A,01,,B,,-,-,2020
9113293,2,2,N,F,24,G,G,E,-,-,O,-,-,-,,35,21955,,A,-,0,1,R,,-,N,60,,W,,-,-,2020
9113293,3,1,N,M,22,G,G,E,-,P,,-,-,-,,35,21955,,A,-,0,1,R,,-,-,,,W,,-,-,2020
9114940,1,2,Y,F,26,A,-,E,-,-,O,-,-,-,-,"- ",,,N,-,0,1,L,,-,N,60,,W,,-,-,2020
9114940,2,1,N,M,57,A,-,S,M,G,Y,-,3,-,-,"- ",,,N,-,0,0,B,2000,-,A,01,,A,,-,-,2020
