neighborhood,title,price,beds_sqft,pid,longitude,date,subregion,link,latitude
 (mountain view),LargeApt/Great Nbrhd/Granite Ctrs/Streams/Pools/Spa/Fitness/FREE WiFi,$3395,   / 3br - 1305ft² -    ,4073734966,,Sep 17 2013,Peninsula,/pen/apa/4073734966.html,
 (redwood city),NOW SHOWING! Bright and airy updated townhouse in great westside area!,$3500,   / 3br - 1800ft² -    ,4066972562,-122.224694,Sep 17 2013,Peninsula,/pen/apa/4066972562.html,37.462237
 (half moon bay),Beautiful Downtown Cottage 2/1 ,$2400,   / 2br -    ,4073606510,-122.431726,Sep 17 2013,Peninsula,/pen/apa/4073606510.html,37.45953
" (San Mateo, ca)",FURNISHED STUDIO - FREE UTILITIES,$2280,   / 1br - 350ft² -    ,4063393401,-122.281372,Sep 17 2013,Peninsula,/pen/apa/4063393401.html,37.555941
 (los altos),Charming condo in nice quiet complex in Los Altos.,$2950,   / 2br - 960ft² -    ,4073558813,,Sep 17 2013,Peninsula,/pen/apa/4073558813.html,
 (foster city),Get your Vitamin D with All This Natural Sunlight!,$2380,   / 1br - 712ft² -    ,4073550603,-122.262747,Sep 17 2013,Peninsula,/pen/apa/4073550603.html,37.535713
 (redwood shores),Get @@$3500 @@Cash back! $2445 /1 BR (One year term ),$2445,   / 1br - 783ft² -    ,4073394886,-122.233621,Sep 17 2013,Peninsula,/pen/apa/4073394886.html,37.537754
 (redwood city),LARGE 2B Open Floor Plan Dual Master Near Stanford Medical,$3390,   / 2br - 1154ft² -    ,4073582039,,Sep 17 2013,Peninsula,/pen/apa/4073582039.html,
 (menlo park),"Remodeled and expanded three bedroom, 2 bath home on a large private lot.",$4200,   / 3br - 1800ft² -    ,4073536805,,Sep 17 2013,Peninsula,/pen/apa/4073536805.html,
 (mountain view),Just Mins From Downtown! Easy Freeway Access! Shorten Your Commute!,$2029,   / 1br - 682ft² -    ,4073553183,-122.074756,Sep 17 2013,Peninsula,/pen/apa/4073553183.html,37.402029
 (palo alto),Downtown Palo Alto Home for Rent,$4350,   / 2br - 1200ft² -    ,4073565581,,Sep 17 2013,Peninsula,/pen/apa/4073565581.html,
 (foster city),Play Tennis on the Lighted Tennis Courts at Foster's Landing,$2722,   / 1br - 900ft² -    ,4073218561,-122.264334,Sep 17 2013,Peninsula,/pen/apa/4073218561.html,37.554738
 (mountain view),Live Smart and Love Life in this spacious apt.,$2962,   / 2br - 1060ft² -    ,4073179074,-122.101303,Sep 17 2013,Peninsula,/pen/apa/4073179074.html,37.396907
 (foster city),Relaxing Views from Your Waterfront Apartment Home ,$2748,   / 2br - 960ft² -    ,4073217591,-122.260237,Sep 17 2013,Peninsula,/pen/apa/4073217591.html,37.552692
 (san bruno),APT FOR RENT - Milagra Ridge Model,$3046,   / 2br - 942ft² -    ,4073178100,-122.429,Sep 17 2013,Peninsula,/pen/apa/4073178100.html,37.6247
 (pacifica),ALL You've Been Looking For and More!,$1945,   / 1br - 765ft² -    ,4073209399,-122.485858,Sep 17 2013,Peninsula,/pen/apa/4073209399.html,37.633649
 (los altos),"1x1. Fantastic 1 bdrm. Next to TraderJoe's, restaurants, & more!",$1995,   / 1br - 769ft² -    ,4060625016,-122.065381,Sep 17 2013,Peninsula,/pen/apa/4060625016.html,37.335807
 (los altos),Don't miss this one!! 1bedroom plus Den-Excellent 2 bdrm option,$2450,   / 2br - 910ft² -    ,4060621952,-122.065381,Sep 17 2013,Peninsula,/pen/apa/4060621952.html,37.335807
 (south san francisco),"New Rental -1268 Baywood, S.S.F.",$2600,   / 3br - 1090ft² -    ,4046445494,-122.440428,Sep 17 2013,Peninsula,/pen/apa/4046445494.html,37.664415
 (daly city),Daly City - Facelift 2bed2bath Condo for rent ,$2230,   / 2br -    ,4073204141,,Sep 17 2013,Peninsula,/pen/apa/4073204141.html,
 (redwood shores),Open House Wednesday! Awesome Condo at Hastings Shore! Top Floor!,$2850,   / 2br -    ,4073203638,-122.250473,Sep 17 2013,Peninsula,/pen/apa/4073203638.html,37.523529
 (mountain view),Ideal location. Close to top schools and top businesses,$2745,   / 2br -    ,4073128860,-122.065176,Sep 17 2013,Peninsula,/pen/apa/4073128860.html,37.372579
 (daly city),"2 br appt., near Daly City BART,avail.now. open house 09/18 at 2pm",$1850,   / 2br -    ,4072498454,-122.463283,Sep 16 2013,Peninsula,/pen/apa/4072498454.html,37.706032
 (los altos),Condo for rent  6-9 month's lease,$3600,   / 2br - 1500ft² -    ,4072512399,-122.111711,Sep 16 2013,Peninsula,/pen/apa/4072512399.html,37.374034
 (los altos),Los Altos Hills- Retro Estate,$6950,   / 5br - 3100ft² -    ,4039488005,-122.126574,Sep 16 2013,Peninsula,/pen/apa/4039488005.html,37.37784
 (redwood city),Fully furnished brand new 2 BR/2 Bath Condo w/ Marina Views,$3200,   / 2br - 1250ft² -    ,4072504014,-122.2091,Sep 16 2013,Peninsula,/pen/apa/4072504014.html,37.4815
 (daly city),Large One Bdrm. NEW carpet. NEW Paint. Parking. On Site Manager. ,$1495,   / 1br -    ,4072440578,-122.462212,Sep 16 2013,Peninsula,/pen/apa/4072440578.html,37.690076
 (belmont),Newly Renovated 2bd/2ba,$2375,   / 2br -    ,4072439270,-122.299679,Sep 16 2013,Peninsula,/pen/apa/4072439270.html,37.509837
 (los altos),Executive Single Family Estate in Los Altos Hills Palo Alto Schools,$8897,   / 4br -    ,4054385897,-122.154975,Sep 16 2013,Peninsula,/pen/apa/4054385897.html,37.36434
 (redwood city),Marymount Apts  1 Bedrooms $1550 and up,$1550,   / 1br - 675ft² -    ,4072451820,-122.217708,Sep 16 2013,Peninsula,/pen/apa/4072451820.html,37.486944
 (south san francisco),Brand New large 1 Bedroom In-law,$1800,   / 1br -    ,4072444782,,Sep 16 2013,Peninsula,/pen/apa/4072444782.html,
 (mountain view),"550 Ortega Ave, top floor, Los Altos School",$3350,   / 2br - 1100ft² -    ,4016428298,,Sep 16 2013,Peninsula,/pen/apa/4016428298.html,
 (belmont),Single Family Home in Belmont,$2950,   / 3br - 1050ft² -    ,4072397227,,Sep 16 2013,Peninsula,/pen/apa/4072397227.html,
 (redwood city),Just one mile south of the El Camino Real ,$2586,   / 2br - 840ft² -    ,4075805804,-122.214745,Sep 18 2013,Peninsula,/pen/apa/4075805804.html,37.469431
 (belmont),Nestled in the Belmont Hills & Walking Distance to City Conveniences,$2108,   / 600ft² -    ,4075792961,-122.278304,Sep 18 2013,Peninsula,/pen/apa/4075792961.html,37.517377
 (south san francisco),Lovely private views from this quiet top floor unit,$2373,   / 2br -    ,4075788395,-122.436173,Sep 18 2013,Peninsula,/pen/apa/4075788395.html,37.65313
 (palo alto),"Stunning, rare to find 5/3 newer house, good location",$9400,   / 5br - 3025ft² -    ,4075759376,,Sep 18 2013,Peninsula,/pen/apa/4075759376.html,
 (foster city),Large floorplan with private balcony facing the water,$2850,   / 2br - 1040ft² -    ,4075587374,-122.287542,Sep 18 2013,Peninsula,/pen/apa/4075587374.html,37.563188
 (belmont),"""A MUST SEE!!, ENTIRELY REMODELED 2BD/1BATH""",$2300,   / 2br - 880ft² -    ,4049498366,,Sep 18 2013,Peninsula,/pen/apa/4049498366.html,
 (palo alto),Remodeled 1BR near Stanford and Page Mill! Onsite Pool & Laundry!,$1795,   / 1br - 550ft² -    ,4075781321,-122.134216,Sep 18 2013,Peninsula,/pen/apa/4075781321.html,37.417874
 (foster city),You'll Love Our Waterfront Resort Amenities & Huge Floor Plans!,$2903,   / 2br - 960ft² -    ,4075780871,-122.260001,Sep 18 2013,Peninsula,/pen/apa/4075780871.html,37.552446
 (mountain view),"Dont miss out on Great deals, Call Now!!",$2203,   / 1br - 800ft² -    ,4075818079,-122.101303,Sep 18 2013,Peninsula,/pen/apa/4075818079.html,37.396907
 (palo alto),4 bd. 2ba. Home..Channing/Greer ,$5000,      ,4075817260,-122.129874,Sep 18 2013,Peninsula,/pen/apa/4075817260.html,37.448638
 (palo alto),"Warm, bright 3/1 with big yard house",$3850,   / 3br -    ,4075769183,,Sep 18 2013,Peninsula,/pen/apa/4075769183.html,
 (foster city),Experience the Best of the Bay at Marlin Cove!,$2495,   / 1br - 755ft² -    ,4076043665,-122.256834,Sep 18 2013,Peninsula,/pen/apa/4076043665.html,37.552768
 (pacifica),Our community offers self-guided cell phone tours!,$2403,   / 2br - 955ft² -    ,4076148404,-122.478739,Sep 18 2013,Peninsula,/pen/apa/4076148404.html,37.658761
 (redwood city),Top Floor w/ Awesome Water Views-Fire Place-Available Now,$3615,   / 2br - 1109ft² -    ,4075546792,,Sep 18 2013,Peninsula,/pen/apa/4075546792.html,
 (palo alto),Great House in Convenient Mid-Town Location,$5300,   / 4br - 1650ft² -    ,4035882587,-122.119767,Sep 18 2013,Peninsula,/pen/apa/4035882587.html,37.431064
 (foster city),Everything new in this quiet 2 bedroom Town Home in Foster City!,$2650,   / 2br - 1020ft² -    ,4075544518,-122.261543,Sep 18 2013,Peninsula,/pen/apa/4075544518.html,37.555698
 (los altos),Don't Miss this One! Los Altos  Spacious 1 Bedroom with Den,$2450,   / 1br - 910ft² -    ,4067451085,-122.065381,Sep 18 2013,Peninsula,/pen/apa/4067451085.html,37.335807
 (foster city),Your Stunning Waterfront Home with Concierge Services,$2108,   / 1br - 712ft² -    ,4075536475,-122.256525,Sep 18 2013,Peninsula,/pen/apa/4075536475.html,37.554546
 (burlingame),Fall Savings when you reserve this lovely 1 bedroom!,$2035,   / 1br - 624ft² -    ,4075533964,-122.359378,Sep 18 2013,Peninsula,/pen/apa/4075533964.html,37.58647
 (brisbane),Cozy cottage with big yard 2b-1bath,$1875,   / 2br -    ,4074718974,,Sep 17 2013,Peninsula,/pen/apa/4074718974.html,
 (menlo park),"available Oct.1, 2 bedroom unit",$2500,   / 2br - 1000ft² -    ,4074712778,-122.170775,Sep 17 2013,Peninsula,/pen/apa/4074712778.html,37.454338
 (redwood city)," Exclusive cottage in Emerald Hills, 600 sq.feet, luxury secluded loft",$1800,   / 1br - 600ft² -    ,4074711545,-122.296,Sep 17 2013,Peninsula,/pen/apa/4074711545.html,37.4245
 (menlo park),"Beautiful Remodeled 3 br/2 bath House, Utilities INCLUDED!",$5999,   / 3br - 1600ft² -    ,4013352351,-122.209076,Sep 17 2013,Peninsula,/pen/apa/4013352351.html,37.433038
 (redwood city),Duplex near Marsh Road coming soon,$1900,   / 2br -    ,4074699752,,Sep 17 2013,Peninsula,/pen/apa/4074699752.html,
 (palo alto),2 BR 1 BA Duplex downtown Palo Alto,$4975,   / 2br - 800ft² -    ,4043148343,-122.156875,Sep 17 2013,Peninsula,/pen/apa/4043148343.html,37.444638
 (palo alto),Nice 3b/ 2b house in Midtwon Palo Alto for rent -- $5480 / month,$5480,   / 3br -    ,4074687848,,Sep 17 2013,Peninsula,/pen/apa/4074687848.html,
 (daly city),2 bedroom and 1 bathroom rental,$1200,   / 2br -    ,4074681220,-122.460083,Sep 17 2013,Peninsula,/pen/apa/4074681220.html,37.687133
 (coastside/pescadero),Redwood Serenity on Alpine Creek near La Honda,$2950,   / 3br - 2500ft² -    ,4074679322,-122.265923,Sep 17 2013,Peninsula,/pen/apa/4074679322.html,37.300446
 (palo alto),"Sweet House 3bm/2.5ba, flexible for weekly or monthly, near Palo Alto ",$3600,   / 3br - 1600ft² -    ,4074670602,,Sep 17 2013,Peninsula,/pen/apa/4074670602.html,
 (palo alto),* 3BR/2BA +Bonus Rm Bright & Charming Palo Alto Midtown(South) House*,$4200,   / 3br - 1400ft² -    ,4074661797,-122.127474,Sep 17 2013,Peninsula,/pen/apa/4074661797.html,37.423639
 (daly city),Newly Remodeled Studio,$1500,   / 500ft² -    ,4074246827,-122.471983,Sep 17 2013,Peninsula,/pen/apa/4074246827.html,37.692233
 (brisbane),Private and Quiet Townhouse  2BD/2BA,$3000,   / 2br - 1437ft² -    ,4074246767,-122.408509,Sep 17 2013,Peninsula,/pen/apa/4074246767.html,37.691937
 (pacifica),Sunny 1 Bedroom steps to the beach!,$2104,   / 1br -    ,4074213642,,Sep 17 2013,Peninsula,/pen/apa/4074213642.html,
 (foster city),Your Search Is Over....Water's Edge Is Perfect For You!!,$2811,   / 2br - 1100ft² -    ,4052418186,-122.268176,Sep 17 2013,Peninsula,/pen/apa/4052418186.html,37.566504
 (palo alto),Apartment in Best Location in Palo Alto,$2950,   / 1br - 840ft² -    ,4059572026,-122.139774,Sep 17 2013,Peninsula,/pen/apa/4059572026.html,37.427239
 (mountain view),"Ground floor, with attached garage! Available Mid October 2013!",$2295,   / 1br -    ,4074239386,,Sep 17 2013,Peninsula,/pen/apa/4074239386.html,
 (foster city),Lagoon Front,$2811,   / 2br - 1100ft² -    ,4074214516,-122.268047,Sep 17 2013,Peninsula,/pen/apa/4074214516.html,37.566674
 (daly city),Awesome Two Bedroom Flat with Separated Bedrooms,$3250,   / 2br - 1183ft² -    ,4074234445,-122.462405,Sep 17 2013,Peninsula,/pen/apa/4074234445.html,37.70353
 (mountain view),Stunning-All New HoneyMaple Wood Flooring-Stainless Steel Appliances,$3895,   / 3br -    ,4074233390,,Sep 17 2013,Peninsula,/pen/apa/4074233390.html,
 (mountain view),"Excellent Palo Alto border location, close to Stanford, Train & Shops ",$1695,   / 1br - 589ft² -    ,4074230101,-122.112931,Sep 17 2013,Peninsula,/pen/apa/4074230101.html,37.406939
 (mountain view),Great location! Walk to shopping! Available Early October!,$1525,   / 1br -    ,4074229170,,Sep 17 2013,Peninsula,/pen/apa/4074229170.html,
 (foster city),"Stainless steel appliances, energy efficient washer/dryer & More!",$2886,   / 2br - 1100ft² -    ,4065089338,-122.2684,Sep 17 2013,Peninsula,/pen/apa/4065089338.html,37.565287
 (san mateo),"Washer & Dryer In Unit ** Fantastic, Convenient Location** ",$1905,   / 1br - 646ft² -    ,4073909295,-122.310436,Sep 17 2013,Peninsula,/pen/apa/4073909295.html,37.573846
 (palo alto),1 BR / 1 BA Available,$1795,   / 1br -    ,4073886288,-122.126985,Sep 17 2013,Peninsula,/pen/apa/4073886288.html,37.413959
 (san mateo),"READY FOR MOVE IN! GORGEOUS CONDO AVAILABLE NOW! 817 N. HUMBOLDT, #308",$2750,   / 2br - 1204ft² -    ,4073901613,,Sep 17 2013,Peninsula,/pen/apa/4073901613.html,
 (san mateo),san  mateo  townhome for lease $2800,$2800,   / 2br - 960ft² -    ,4073900082,-122.337865,Sep 17 2013,Peninsula,/pen/apa/4073900082.html,37.520253
 (pacifica),Very Clean Linda Mar Rancher - OPEN WEDNESDAY 9/18 5:30-6:00 PM,$2500,   / 3br - 1040ft² -    ,4073894216,-122.499555,Sep 17 2013,Peninsula,/pen/apa/4073894216.html,37.592891
 (palo alto),Reduced Price 1 Bedroom Apartment - Ready for Move-in!,$1695,   / 750ft² -    ,4073893534,-122.137378,Sep 17 2013,Peninsula,/pen/apa/4073893534.html,37.454762
 (foster city),Your Search Is Over....Water's Edge Is Perfect For You!!,$2811,   / 2br - 1100ft² -    ,4073893368,-122.268112,Sep 17 2013,Peninsula,/pen/apa/4073893368.html,37.566691
 (daly city),"Trendy, Loft Style 1 Br, 2 Ba Coming Soon!  ",$2575,   / 1br - 1118ft² -    ,4073849903,-122.463383,Sep 17 2013,Peninsula,/pen/apa/4073849903.html,37.682733
 (palo alto),2BR/2BA All New! University Ave. w/Wash/Dryer,$3650,   / 2br - 1100ft² -    ,4059457606,-122.155775,Sep 17 2013,Peninsula,/pen/apa/4059457606.html,37.451838
 (menlo park),2BR/2.5BA Downtown Townhome: 2-Story-Hardwood...,$3850,   / 2br -    ,4031629119,-122.184276,Sep 17 2013,Peninsula,/pen/apa/4031629119.html,37.445438
 (palo alto),"3 Beds, 1.5 Baths on Huge Lot! Detached Cottage w/ Kithen & Bath ",$4200,   / 3br - 1250ft² -    ,4073565325,,Sep 17 2013,Peninsula,/pen/apa/4073565325.html,
 (menlo park),Available now,$1350,   / 1br -    ,4073558953,-122.144689,Sep 17 2013,Peninsula,/pen/apa/4073558953.html,37.459724
 (belmont),3 Bed 2 Bath!,$3500,   / 3br -    ,4073525003,,Sep 17 2013,Peninsula,/pen/apa/4073525003.html,
 (mountain view),The Perfect Home! Available Early October,$1795,   / 1br -    ,4073554484,-122.25,Sep 17 2013,Peninsula,/pen/apa/4073554484.html,37.5
 (palo alto),"Large Studio near Stanford! Onsite pool, laundry, and bike room!",$1645,   / 480ft² -    ,4073499831,-122.134495,Sep 17 2013,Peninsula,/pen/apa/4073499831.html,37.417277
 (san bruno),Full House amenities at Apartment price - Utilities included,$1250,   / 1br - 800ft² -    ,4073487251,-122.414217,Sep 17 2013,Peninsula,/pen/apa/4073487251.html,37.615659
 (south san francisco),$1380  1 bedroom in-law in south san francisco,$1380,   / 1br -    ,4073520104,,Sep 17 2013,Peninsula,/pen/apa/4073520104.html,
 (mountain view),We invite you to be apart of this One Of a Kind Community!,$2260,   / 1br - 800ft² -    ,4073502701,-122.101303,Sep 17 2013,Peninsula,/pen/apa/4073502701.html,37.396907
 (foster city),Your Search Is Over....Water's Edge Is Perfect For You!!,$2811,   / 2br - 1100ft² -    ,4067825722,,Sep 17 2013,Peninsula,/pen/apa/4067825722.html,
 (atherton),Charming Atherton Cottage - Won't Last Long,$2900,   / 1br - 1000ft² -    ,4073530341,,Sep 17 2013,Peninsula,/pen/apa/4073530341.html,
 (foster city),Newly Renovated Apartment Homes.  $2889 ,$2800,   / 2br - 1100ft² -    ,4073524091,,Sep 17 2013,Peninsula,/pen/apa/4073524091.html,
 (san mateo),Walk to Caltrains /Renovated 1 bedroom with balcony,$1950,   / 1br - 700ft² -    ,4073519892,,Sep 17 2013,Peninsula,/pen/apa/4073519892.html,
 (san bruno),NEW RENTAL Fleetwood Dr. $2150/mo,$2150,   / 2br -    ,4061559201,-122.462184,Sep 17 2013,Peninsula,/pen/apa/4061559201.html,37.638835
 (palo alto),"Beautiful Studio - 11 Minutes by Bike to Stanford University, Pets OK!",$1745,   / 400ft² -    ,4066101360,,Sep 17 2013,Peninsula,/pen/apa/4066101360.html,
 (mountain view),GARDEN SETTING/SEPT MOVE-IN!!,$1625,   / 1br -    ,4045494852,-122.095873,Sep 17 2013,Peninsula,/pen/apa/4045494852.html,37.39254
 (south san francisco),Santa Barbara- SHOWN 9/17 @4:30 New Paint & Carpet,$1995,   / 2br -    ,4073111837,-122.463032,Sep 17 2013,Peninsula,/pen/apa/4073111837.html,37.701524
 (san mateo),"Hardwood Floors, Corner Unit with lots of Windows!!! Move in October",$2600,   / 2br - 840ft² -    ,4073095864,-122.328508,Sep 17 2013,Peninsula,/pen/apa/4073095864.html,37.561209
 (redwood city),***Brand New 2bd/2.5 ba Townhouse**,$3690,   / 2br - 1550ft² -    ,4073153857,-122.223923,Sep 17 2013,Peninsula,/pen/apa/4073153857.html,37.495451
 (HILLSBOROUGH),PLEASE CALL FOR A PRIVATE TOUR!! MEDITERRANEAN VILLA,$11800,   / 5br -    ,4041508372,,Sep 17 2013,Peninsula,/pen/apa/4041508372.html,
 (foster city),Downstairs facing Water,$1945,   / 1br - 830ft² -    ,4073165213,-122.27108,Sep 17 2013,Peninsula,/pen/apa/4073165213.html,37.55855
 (foster city),$2650 w $600 deposit on this everything new Townhome in Lovely F City!,$2650,   / 2br - 1020ft² -    ,4073165126,-122.261543,Sep 17 2013,Peninsula,/pen/apa/4073165126.html,37.555698
 (mountain view)," Sunny downtown. Remod. All HARDWOOD, gas stove. Pool. Carprt+2nd/stg",$1895,   / 1br -    ,4073159118,-122.084198,Sep 17 2013,Peninsula,/pen/apa/4073159118.html,37.387004
 (mountain view),Town Home with 2 car garage...Walk to Train & San Antonio Center,$3500,   / 2br - 1080ft² -    ,4010970565,,Sep 17 2013,Peninsula,/pen/apa/4010970565.html,
 (belmont),Newly Renovated 2bd/2ba w/pool,$2550,   / 2br -    ,4072440442,-122.299679,Sep 16 2013,Peninsula,/pen/apa/4072440442.html,37.509837
 (south san francisco),SSF HOUSE,$3600,   / 4br - 1900ft² -    ,4061597056,-122.441411,Sep 16 2013,Peninsula,/pen/apa/4061597056.html,37.636386
 (belmont),Newly Revnovated 2bd/1ba w/pool,$2395,   / 2br -    ,4072439664,-122.299679,Sep 16 2013,Peninsula,/pen/apa/4072439664.html,37.509837
 (south san francisco),Desirable Chestnut Estates - Available ,$3500,   / 5br - 2350ft² -    ,4072435725,-122.429579,Sep 16 2013,Peninsula,/pen/apa/4072435725.html,37.663169
 (woodside),Beautiful Woodside Home on 40+ Acres,$3950,   / 4br - 2000ft² -    ,4044955573,-122.261159,Sep 16 2013,Peninsula,/pen/apa/4044955573.html,37.359311
 (half moon bay),Spacious in-law available early October,$1895,   / 1br - 900ft² -    ,4072412330,-122.438003,Sep 16 2013,Peninsula,/pen/apa/4072412330.html,37.475514
 (daly city),2 bed/1 bath unit available in perfect location,$1600,   / 2br -    ,4072397133,-122.465683,Sep 16 2013,Peninsula,/pen/apa/4072397133.html,37.693832
 (san mateo),"Parking, Parks and Restaurants!",$2832,   / 1br - 809ft² -    ,4072394000,-122.342481,Sep 16 2013,Peninsula,/pen/apa/4072394000.html,37.566436
 (foster city),Three Bedroom Two Bath Unit,$3000,   / 3br -    ,4059805689,-122.27,Sep 16 2013,Peninsula,/pen/apa/4059805689.html,37.5538
 (half moon bay),RE:  - $1900 / 1br - 1000ft² - Large 1 Bedroom Ocean View $1900 (half ,,     ,4072361175,,Sep 16 2013,Peninsula,/pen/apa/4072361175.html,
 (mountain view),LargeApt/Great Nbrhd/Granite Ctrs/Streams/Pools/Spa/Fitness/FREE WiFi,$3395,   / 3br - 1305ft² -    ,4072215329,,Sep 16 2013,Peninsula,/pen/apa/4072215329.html,
 (east palo alto),"Two bedroom, One bath READY NOW! Come and See!!!",$1877,   / 2br - 813ft² -    ,4075746761,-122.136774,Sep 18 2013,Peninsula,/pen/apa/4075746761.html,37.454438
 (mountain view),Excellent Buliding Excellent Location Excellent Residents,$2275,   / 2br - 890ft² -    ,4046151792,-122.067344,Sep 18 2013,Peninsula,/pen/apa/4046151792.html,37.402011
 (burlingame),520 SqFt Convenient Studio for Someone On the Go ,$1885,   / 520ft² -    ,4075810309,-122.359378,Sep 18 2013,Peninsula,/pen/apa/4075810309.html,37.58647
 (mountain view),"Exquisite courtyard. Beautiful, lush garden views. Flowers and trees.",$2595,   / 2br -    ,4075810131,,Sep 18 2013,Peninsula,/pen/apa/4075810131.html,
 (palo alto),Smart and Spacious 2bd 2 full baths- Energy efficient- 4'x4' storage,$3685,   / 2br - 980ft² -    ,4075810038,-122.127424,Sep 18 2013,Peninsula,/pen/apa/4075810038.html,37.432099
 (mountain view),Mountain View - the best in the California for jobs Google Great schoo,$2340,   / 2br -    ,4046162635,-122.114588,Sep 18 2013,Peninsula,/pen/apa/4046162635.html,37.404701
 (pacifica),Our Apartments are Designed to Compliment Any Lifestyle ,$2318,   / 2br - 1015ft² -    ,4075807052,-122.485858,Sep 18 2013,Peninsula,/pen/apa/4075807052.html,37.633649
 (redwood city),Duplex Available October 2013,,  2br -    ,4075803031,,Sep 18 2013,Peninsula,/pen/apa/4075803031.html,
 (mountain view),2BA LG Great Nbrhood/Granite Ctrs/Streams/Pools/Spa/Fitness/FREE WiFi,$2795,   / 2br - 940ft² -    ,4075625404,,Sep 18 2013,Peninsula,/pen/apa/4075625404.html,
 (palo alto),"beautiful 5/3 newer house, good location",$9200,   / 5br - 3025ft² -    ,4075761267,,Sep 18 2013,Peninsula,/pen/apa/4075761267.html,
 (palo alto),Two bedrooms/One bathroom w Saunas/Theater full floor,$6000,   / 2br -    ,4075796927,,Sep 18 2013,Peninsula,/pen/apa/4075796927.html,
 (san mateo),Awesome Corner Unit on the 2nd floor Close to Cal Train,$1938,   / 2br - 652ft² -    ,4075535107,,Sep 18 2013,Peninsula,/pen/apa/4075535107.html,
 (palo alto),"Parker Palo Alto - Round the Clock Leasing, Call 24/7!",$3464,   / 3br - 1067ft² -    ,4075531919,-122.119807,Sep 18 2013,Peninsula,/pen/apa/4075531919.html,37.443506
 (redwood city),Beautiful Remodedled Redwood City Duplex...,$2750,   / 2br -    ,4057095258,,Sep 18 2013,Peninsula,/pen/apa/4057095258.html,
 (san mateo),卧室出租$1000（包水电上&#3,,     ,4067697656,,Sep 18 2013,Peninsula,/pen/apa/4067697656.html,
 (redwood city),Redwood City Unit Available for Rent...,$1875,   / 2br -    ,4023120109,,Sep 18 2013,Peninsula,/pen/apa/4023120109.html,
 (foster city),Nobody above or below in Lovely Townhome- pretty and updated! ,$2600,   / 2br - 1020ft² -    ,4075530256,-122.261543,Sep 18 2013,Peninsula,/pen/apa/4075530256.html,37.555698
 (redwood city),Beautiful Redwood City Unit Available...,$1400,   / 1br -    ,4023120961,,Sep 18 2013,Peninsula,/pen/apa/4023120961.html,
 (mountain view),"Enjoy Nearby Aquatic Park /Canoeing, Kayaking & other Water Sports",$3895,   / 3br -    ,4075504170,-122.078463,Sep 18 2013,Peninsula,/pen/apa/4075504170.html,37.405332
 (palo alto),HUGE TOP FLOOR APT WITH PRIVATE BALCONY AND EXTERIOR STORAGE CLOSET!,$1895,   / 1br - 750ft² -    ,4075498522,-122.119013,Sep 18 2013,Peninsula,/pen/apa/4075498522.html,37.407613
 (millbrae),Great location 1bd/1ba,$2150,   / 1br - 735ft² -    ,4075524906,,Sep 18 2013,Peninsula,/pen/apa/4075524906.html,
 (belmont),Gorgeous 2x2 Ready for Move in On Saturday!! Call Now!!,$2316,   / 2br - 950ft² -    ,4075520562,,Sep 18 2013,Peninsula,/pen/apa/4075520562.html,
 (redwood city),2 Bdrm 2.5 Bath Condo- In Redwood Shores Area- Great School District!,$3150,   / 2br - 1421ft² -    ,4058453644,-122.230617,Sep 17 2013,Peninsula,/pen/apa/4058453644.html,37.540951
 (san mateo),Executive Woodlake Condo - Resort Living ~ J.Wavro,$1995,   / 1br -    ,4074660757,-122.331281,Sep 17 2013,Peninsula,/pen/apa/4074660757.html,37.582835
 (san mateo),Single house with panorama gigantic view in Laurelwood of San Mateo,$4000,   / 3br - 1700ft² -    ,4024002839,-122.323826,Sep 17 2013,Peninsula,/pen/apa/4024002839.html,37.532083
 (redwood city),2 bedroom duplex w/ garage & private yard!,$2300,   / 2br - 900ft² -    ,4067338639,-122.190476,Sep 17 2013,Peninsula,/pen/apa/4067338639.html,37.478337
 (south san francisco),TWO BEDROOMS APARTMENT FOR LEASE,$1950,   / 2br -    ,4052477801,-122.4235,Sep 17 2013,Peninsula,/pen/apa/4052477801.html,37.6574
 (san mateo),"Beauitful 1 BR ,newly remodeled kitchen & batroom",$2125,   / 1br - 610ft² -    ,4035960255,-122.284999,Sep 17 2013,Peninsula,/pen/apa/4035960255.html,37.566623
 (mountain view),Spacious One Bedroom - Available Soon!,$1800,   / 1br - 600ft² -    ,4024071124,,Sep 17 2013,Peninsula,/pen/apa/4024071124.html,
 (san mateo)," - Beauitful 1 BR ,newly remodeled kitchen & bath",$2150,   / 1br - 640ft² -    ,4035958036,-122.284849,Sep 17 2013,Peninsula,/pen/apa/4035958036.html,37.566827
 (east palo alto),Funished 2 bedroom 2 full bath Condo,$3000,   / 2br - 1045ft² -    ,4074599660,-122.136683,Sep 17 2013,Peninsula,/pen/apa/4074599660.html,37.456209
 (mountain view),You'll love this newly remodeled 2BR townhome...move right in!,$2778,   / 2br - 1098ft² -    ,4074582027,,Sep 17 2013,Peninsula,/pen/apa/4074582027.html,
 (south san francisco),Beautiful Single Family Home - 3 bedrooms/ 3 full baths ,$3500,   / 3br - 1900ft² -    ,4074521618,-122.449365,Sep 17 2013,Peninsula,/pen/apa/4074521618.html,37.641864
 (belmont)," 	Available NOW! Spacious apartment with granite counters, tile floor ",$2250,   / 2br -    ,4030273193,,Sep 17 2013,Peninsula,/pen/apa/4030273193.html,
